catid,ucatid,pcatid,low_pic,category_name.en_US,category_description.en_US,category_name.de_DE,category_description.de_DE,category_name.fr_FR,category_description.fr_FR,parentKey
910,25173107,107,http://images.icecat.biz/img/low_pic/910-8859.jpg,navigators,"With a GPS (global positioning system) receiver you will always know where you are and never lose your way, because of a smart American satellite system which this device can receive signals from. With most GPS receivers it is possible to have your position displayed on a map and quite a few can even tell you the way to wherever you want to go, the only thing you need to do is tell it your destination!",Navigationssysteme,"Mit einem GPS (Global Positioning System)-Empfänger wissen Sie immer wo Sie gerade sind und verirren sich nie wieder, Dank eines intelligenten amerikanischen Satelitensystems dessen Signale dieses Gerät empfangen kann. Bei den meisten GPS-Empfängern ist es möglich, Ihre Position auf einer Karte anzuzeigen und nicht wenige können Ihnen den Weg zu jedem beliebigen Zielort sagen. Das Einzige, was Sie tun müssen, ist Ihr Ziel angeben!",navigators,systèmes de positionnement globaux pour la navigation,43222800
911,32101602,2844,http://images.icecat.biz/img/low_pic/911-9942.jpg,memory modules,"The Random Access Memory (RAM) is an important part of computers, servers and other electronic devices. Generally it is much faster than the permanent storage memory of your device and all information stored in it will be lost when you switch off your device. Extra RAM is often an affordable and efficient way to upgrade your slightly outdated device, so you can use it another year.",Speichermodule,"Das Random Access Memory (RAM) ist ein wichtiger Bestandteil von Computern, Servern und anderen elektronischen Geräten. Generell ist es viel schneller als der langfristige Speicher Ihres Geräts und alle darin enthaltenen Informationen gehen verloren, sobald Sie Ihr Gerät ausschalten. Extra RAM ist oft eine kostengünstige und effiziente Möglichkeit, Ihre leicht veralteten Geräte zu aktualisieren, damit Sie sie ein weiteres Jahr verwenden können.",modules de mémoire,,43201400
915,44101725,1305,http://images.icecat.biz/img/low_pic/915-9990.jpg,printer cabinets & stands,Cabinets and stands are places for your printer to elevate it from the floor.,Druckerschränke,,meubles d'imprimantes,,44101700
916,44102203,1305,http://images.icecat.biz/img/low_pic/916-8119.jpg,scanner transparancy adapters,"Many scanners come with a transparency adapter, which can be used to scan either slides or negatives. You tell the scanner driver which one, and it does the rest. Some are a secondary piece that you attach to the scanner bed when you need it, others have the transparency adapter internally.",Scanner-Transparenzadapter,,adaptateurs de scanner,,44101700
917,44101729,1305,http://images.icecat.biz/img/low_pic/917-1682.jpg,output stackers,Have your prints stacked and/or stapled automatically with one of these convenient extras for your printer/copier.,Ablagefächer,Lassen Sie Ausdrucke automatisch stapeln und/oder heften mit einem dieser komfortablen Extras für Ihren Drucker/Kopierer.,bacs de sortie,,44101700
918,43201812,2840,http://images.icecat.biz/img/low_pic/918-893.jpg,magneto optical drives,Type of optical disc drive capable of writing and rewriting data upon a magneto-optical disc.,Magento Optical Disc,,lecteurs optiques de magnétophone,,43201800
920,43222699,258,http://images.icecat.biz/img/low_pic/920-7538.jpg,network switch components,A network switch is a computer networking device that links network segments or network devices. The term commonly refers to a multi-port network bridge that processes and routes data at the data link layer (layer 2) of the OSI model. Switches that additionally process data at the network layer (layer 3) and above are often called layer-3 switches or multilayer switches. A network switch is made up of network switch components.,Switch-Komponenten,,composants de commutation,,43222612
921,25174001,236,http://images.icecat.biz/img/low_pic/921-6352.jpg,computer cooling components,"Components which remove the waste heat produced by computer components, and keep components within permissible operating temperature limits.",PC Kühlventilatoren,,"ventilateurs, refoidisseurs et radiateurs",,43172600
922,43212103,225,http://images.icecat.biz/img/low_pic/922-7713.jpg,photo printers,"Photo printers allow you to print digital photos, often they can even print directly from a digital camera, so you do not even need a computer to print your photos. Having such a printer at home, you can forget the photolabs!",Fotodrucker,"Fotodrucker können lassen Sie digitale Fotos ausdrucken, oft sogar direkt aus einer Digitalkamera, so dass Sie nicht einmal einen Computer benötigen, um Ihre Fotos zu drucken. Wenn Sie einen solchen Drucker zu Hause haben, können Sie das Fotostudio vergessen!",imprimantes photo,,43172500
923,45121671,585,http://images.icecat.biz/img/low_pic/923-4160.jpg,audio modules,Module that can produce audio output. They plug into a main system in a computer.,Audiomodule,,modules audio,,45121600
925,43201537,242,http://images.icecat.biz/img/low_pic/925-2122.jpg,print servers,"Connect one or more printers directly to your Local Area Network and share it/them with all the computers on your network, using one of these print servers.",Druckserver,Verbinden Sie einen oder mehrere Drucker direkt mit Ihrem Local Area Network und teilen Sie ihn/sie mit allen Computern in Ihrem Netzwerk durch einen dieser Printserver.,serveurs d'impression,,43221700
932,43172395,2840,http://images.icecat.biz/img/low_pic/932-5450.jpg,NAS & storage servers,"Multifunctional data storage servers that allow you to store huge amounts of data. Connect your storage server directly to your own PC or share it with your local area network, so anybody in your home/office can use it. You can even connect it to the internet and share your data securely with friends or colleagues at a remote office via a VPN connection or if you would wish to do so you could even share your data with the whole world via ftp (provided your server supports this).",netzgebundene Speicherserver,"Multifunktions-Daten-Storage-Server lassen Sie große Mengen an Daten speichern. Verbinden Sie Ihren Storage-Server direkt mit Ihrem eigenen PC oder teilen Sie ihn mit Ihrem lokalen Netzwerk, so dass ihn jeder in Ihrem Haus/Büro verwenden kann. Sie können sogar eine Verbindung mit dem Internet herstellen und Ihre Daten sicher mit Freunden oder Kollegen in einem entfernten Büro über eine VPN-Verbindung teilen oder wenn Sie das wünschen, können Sie Ihre Daten auch mit der ganzen Welt via FTP teilen (vorausgesetzt der Server unterstützt dies).",serveurs de stockage,,43201800
933,45121618,585,http://images.icecat.biz/img/low_pic/933-1529.jpg,camera lens adapters,Device which allows a lens to be used on a camera for which it was not designed.,Kameraobjektivadapter,,adaptateurs d'objectifs d'appareil photo,,45121600
934,45121610,585,http://images.icecat.biz/img/low_pic/934-5564.jpg,camera cables,Cables to connect cameras to a device such as a computer or a printer.,Kamerakabel,,cables d'appareil photo,,45121600
935,52161520,1058,http://images.icecat.biz/img/low_pic/935-7819.jpg,microphones,"Instrument for converting sound waves into electrical energy variations which may then be amplified, transmitted, or recorded.",Mikrofone,,microphones,,52160000
937,23153299,1058,http://images.icecat.biz/img/low_pic/937-9157.jpg,entertainment robots,Robots used for entertainment e.g. toy robots.,Unterhaltungs Roboter,,robots de divertissement,,52160000
940,43212099,220,,flat panel accessories,Accessories for flat panel TVs and monitors such as stands and desk mounts.,Flachbildschirmzubehör,,accessoires écran/TV,,43172400
942,43212002,220,http://images.icecat.biz/img/low_pic/942-6532.jpg,flat panel desk mounts,"A comfortable, ergonomic computer workstation requires an adjustable computer monitor arm or monitor stand. We offer monitor arms and stands for any budget that help make your computer work easier, pain free and more productive.  \r\n\r\n\r\n\r\nMain ergonomic recommendations for monitor use include moving your monitor to a comfortable distance of around an arm's length and position the monitor at a comfortable height of about 2""-3"" above eye level. Choose one of our many stylish monitor arms and stands and free up valuable desktop space.",Flachbildschirm Tischhalterungen,"Ein komfortabler, ergonomischer Computerarbeitsplatz benötigt eine verstellbare Computermonitor-Halterung oder Monitor-Ständer . Wir bieten Monitor-Halterungen für jedes Budget, so dass Ihre Arbeit am Computer leichter, schmerzfrei und produktiver wird.\r\n\r\nDie wichtigsten ergonomischen Empfehlungen für die Monitornutzung sind das Verschieben des Monitor auf einem komfortablen Abstand von etwa einer Armlänge und die Positionierung des Monitors auf eine bequeme Höhe von etwa 2 ""-3"" ""oberhalb der Augenhöhe. Wählen Sie eine unserer vielen stylischen Monitorhalterungen und Stände und erhalten Sie mehr wertvollen Platz auf Ihrem Schreibtisch.",supports d'écrans plats pour bureau,,43172400
943,43212001,220,http://images.icecat.biz/img/low_pic/943-5464.jpg,display privacy filters,"Glare is a common cause of eyestrain among computer users. Glare screens or monitor filters can be used to reduce the glare or the wash out but they do not eliminate the glare problems entirely. Therefore, placing the monitor perpendicular to your windows or obtaining window blinds to prevent the glare on the screen should be the first consideration.",Bildschirmfilter,"Spiegelung ist eine häufige Ursache für Überanstrengung der Augen bei Computer-Nutzern. Spiegel-Bildschirme oder Monitor-Filter können verwendet werden, um die Spiegelung zu reduzieren oder und das Bild sichtbarer zu machen, aber sie beseitigen das Probleme der Spiegelung nicht ganz. Deshalb sollten Sie als Erstes den Monitor senkrecht zu Ihrem Fenster stellen und die Jalousien herunterlassen, um Spiegelung zu vermeiden.",filtres anti-reflets pour écran et filtres de confidentialité,,43172400
946,26111702,2557,http://images.icecat.biz/img/low_pic/946-7285.jpg,non-rechargeable batteries,Batteries that must be disposed of once they are used. They can only be used once.,nicht wiederaufladbare Batterien,,piles non-rechargeables,,26111700
952,26121606,830,http://images.icecat.biz/img/low_pic/952-8656.jpg,coaxial cables,"Coaxial cable, also known as a coax, is a type of cable that has an inner conductor surrounded by a tubular insulating layer, surrounded by a tubular conducting shield. Many coaxial cables also have an insulating outer sheath or jacket. Various uses including home video equipment and ethernets.",Koaxialkabel,,câbles coaxiaux,,26121600
